Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
BUENOS AIRES,25 de Mayo,25 de Mayo,ADSL,6854100,1062
BUENOS AIRES,25 de Mayo,25 de Mayo,CABLEMODEM,6854100,59
BUENOS AIRES,25 de Mayo,25 de Mayo,FIBRA OPTICA,6854100,5
BUENOS AIRES,25 de Mayo,25 de Mayo,SATELITAL,6854100,41735
BUENOS AIRES,25 de Mayo,25 de Mayo,WIRELESS,6854100,1042
BUENOS AIRES,25 de Mayo,Del Valle,ADSL,6854020,750
BUENOS AIRES,25 de Mayo,Del Valle,Otros,6854020,2
BUENOS AIRES,25 de Mayo,Del Valle,SATELITAL,6854020,63727
BUENOS AIRES,25 de Mayo,Ernestina,ADSL,6854030,14
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,WIRELESS,6854040,137199
BUENOS AIRES,25 de Mayo,Lucas Monteverde,WIRELESS,6854050,84
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,CABLEMODEM,6854060,16
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,FIBRA OPTICA,6854060,16
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,Otros,6854060,255
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,WIRELESS,6854060,1611
BUENOS AIRES,25 de Mayo,Pedernales,ADSL,6854070,510
BUENOS AIRES,25 de Mayo,Pedernales,FIBRA OPTICA,6854070,83
BUENOS AIRES,25 de Mayo,Pedernales,Otros,6854070,20
BUENOS AIRES,25 de Mayo,Pedernales,WIRELESS,6854070,7236
BUENOS AIRES,9 de Julio,12 de Octubre,WIRELESS,6588030,1
BUENOS AIRES,9 de Julio,9 de Julio,ADSL,6588100,15
BUENOS AIRES,9 de Julio,9 de Julio,CABLEMODEM,6588100,25
BUENOS AIRES,9 de Julio,9 de Julio,DIAL UP,6588100,1399
BUENOS AIRES,9 de Julio,9 de Julio,FIBRA OPTICA,6588100,3
BUENOS AIRES,9 de Julio,9 de Julio,WIRELESS,6588100,13200
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),ADSL,6588010,10
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),Otros,6588010,28
BUENOS AIRES,9 de Julio,Dudignac,WIRELESS,6588040,2
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),ADSL,6588060,19065
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),FIBRA OPTICA,6588060,663
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),Otros,6588060,90
BUENOS AIRES,9 de Julio,Morea,WIRELESS,6588080,2
BUENOS AIRES,9 de Julio,Patricios,ADSL,6588110,145894
BUENOS AIRES,9 de Julio,Patricios,WIRELESS,6588110,26
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),FIBRA OPTICA,6588120,1
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),WIRELESS,6588120,21
BUENOS AIRES,Adolfo Alsina,Carhué,ADSL,6007010,238
BUENOS AIRES,Adolfo Alsina,Carhué,DIAL UP,6007010,9
BUENOS AIRES,Adolfo Alsina,Carhué,FIBRA OPTICA,6007010,41
BUENOS AIRES,Adolfo Alsina,Carhué,Otros,6007010,53
BUENOS AIRES,Adolfo Alsina,Carhué,WIRELESS,6007010,355
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,FIBRA OPTICA,6007020,5582
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,FIBRA OPTICA,6007050,78
BUENOS AIRES,Adolfo Alsina,Maza,FIBRA OPTICA,6007070,8055
BUENOS AIRES,Adolfo Alsina,Maza,SATELITAL,6007070,2
BUENOS AIRES,Adolfo Alsina,Maza,WIRELESS,6007070,37539
BUENOS AIRES,Adolfo Alsina,Rivera,FIBRA OPTICA,6007080,27
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),ADSL,6014010,19838
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),DIAL UP,6014010,782519
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),FIBRA OPTICA,6014010,76832
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),WIRELESS,6014010,16300
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,FIBRA OPTICA,6014020,42739
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,Otros,6014020,125547
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,WIRELESS,6014020,9358
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,WIRELESS,6014030,3
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,WIRELESS,6014040,493790
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),ADSL,6021010,27135
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),DIAL UP,6021010,659
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),FIBRA OPTICA,6021010,938
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),WIRELESS,6021010,231
BUENOS AIRES,Alberti,Coronel Seguí,WIRELESS,6021020,129855
BUENOS AIRES,Alberti,Mechita,ADSL,6021030,1
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),WIRELESS,6021070,1306
BUENOS AIRES,Almirante Brown,Adrogué,ADSL,6028010,564
BUENOS AIRES,Almirante Brown,Adrogué,CABLEMODEM,6028010,94642
BUENOS AIRES,Almirante Brown,Adrogué,DIAL UP,6028010,1
BUENOS AIRES,Almirante Brown,Adrogué,FIBRA OPTICA,6028010,1147130
BUENOS AIRES,Almirante Brown,Adrogué,Otros,6028010,141
BUENOS AIRES,Almirante Brown,Adrogué,SATELITAL,6028010,388059
BUENOS AIRES,Almirante Brown,Adrogué,WIRELESS,6028010,149
BUENOS AIRES,Almirante Brown,Burzaco,ADSL,6028010,18423
BUENOS AIRES,Almirante Brown,Burzaco,CABLEMODEM,6028010,25048
BUENOS AIRES,Almirante Brown,Burzaco,DIAL UP,6028010,214
BUENOS AIRES,Almirante Brown,Burzaco,FIBRA OPTICA,6028010,128376
BUENOS AIRES,Almirante Brown,Burzaco,Otros,6028010,910372
BUENOS AIRES,Almirante Brown,Burzaco,SATELITAL,6028010,4611
BUENOS AIRES,Almirante Brown,Burzaco,WIRELESS,6028010,11236
BUENOS AIRES,Almirante Brown,Claypole,ADSL,6028010,4
BUENOS AIRES,Almirante Brown,Claypole,CABLEMODEM,6028010,1094
BUENOS AIRES,Almirante Brown,Claypole,DIAL UP,6028010,44415
BUENOS AIRES,Almirante Brown,Claypole,FIBRA OPTICA,6028010,5
BUENOS AIRES,Almirante Brown,Claypole,Otros,6028010,7
BUENOS AIRES,Almirante Brown,Claypole,WIRELESS,6028010,116134
BUENOS AIRES,Almirante Brown,Don Orione,CABLEMODEM,6028010,25
BUENOS AIRES,Almirante Brown,Don Orione,WIRELESS,6028010,3
BUENOS AIRES,Almirante Brown,Glew,ADSL,6028010,1
BUENOS AIRES,Almirante Brown,Glew,CABLEMODEM,6028010,65689
BUENOS AIRES,Almirante Brown,Glew,DIAL UP,6028010,5
BUENOS AIRES,Almirante Brown,Glew,FIBRA OPTICA,6028010,3
BUENOS AIRES,Almirante Brown,Glew,Otros,6028010,23421
BUENOS AIRES,Almirante Brown,Glew,WIRELESS,6028010,2815
BUENOS AIRES,Almirante Brown,Jose Mármol,CABLEMODEM,6028010,11975
BUENOS AIRES,Almirante Brown,Jose Mármol,DIAL UP,6028010,3
BUENOS AIRES,Almirante Brown,Jose Mármol,FIBRA OPTICA,6028010,1
BUENOS AIRES,Almirante Brown,Jose Mármol,Otros,6028010,35
BUENOS AIRES,Almirante Brown,Jose Mármol,WIRELESS,6028010,238
BUENOS AIRES,Almirante Brown,Longchamps,ADSL,6028010,1442
BUENOS AIRES,Almirante Brown,Longchamps,CABLEMODEM,6028010,93
BUENOS AIRES,Almirante Brown,Longchamps,DIAL UP,6028010,1
BUENOS AIRES,Almirante Brown,Longchamps,FIBRA OPTICA,6028010,396858
BUENOS AIRES,Almirante Brown,Longchamps,Otros,6028010,996
BUENOS AIRES,Almirante Brown,Longchamps,WIRELESS,6028010,269
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,ADSL,6028010,1307
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,CABLEMODEM,6028010,3718
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,DIAL UP,6028010,3302
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,FIBRA OPTICA,6028010,2
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,Otros,6028010,3417
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,WIRELESS,6028010,3
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,ADSL,6028010,16865
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,CABLEMODEM,6028010,1
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,DIAL UP,6028010,711
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,FIBRA OPTICA,6028010,28
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,WIRELESS,6028010,64416
BUENOS AIRES,Almirante Brown,Rafael Calzada,ADSL,6028010,1
BUENOS AIRES,Almirante Brown,Rafael Calzada,CABLEMODEM,6028010,32
BUENOS AIRES,Almirante Brown,Rafael Calzada,DIAL UP,6028010,240
BUENOS AIRES,Almirante Brown,Rafael Calzada,FIBRA OPTICA,6028010,5
BUENOS AIRES,Almirante Brown,Rafael Calzada,Otros,6028010,24
BUENOS AIRES,Almirante Brown,Rafael Calzada,WIRELESS,6028010,0
BUENOS AIRES,Almirante Brown,San Francisco Solano,ADSL,6028010,29337
BUENOS AIRES,Almirante Brown,San Francisco Solano,CABLEMODEM,6028010,77839
BUENOS AIRES,Almirante Brown,San Francisco Solano,DIAL UP,6028010,13
BUENOS AIRES,Almirante Brown,San Francisco Solano,FIBRA OPTICA,6028010,2342
BUENOS AIRES,Almirante Brown,San Francisco Solano,Otros,6028010,5569
BUENOS AIRES,Almirante Brown,San Francisco Solano,WIRELESS,6028010,58419
BUENOS AIRES,Almirante Brown,San Jose,ADSL,6028010,3890
BUENOS AIRES,Almirante Brown,San Jose,CABLEMODEM,6028010,1
BUENOS AIRES,Almirante Brown,San Jose,DIAL UP,6028010,437
BUENOS AIRES,Almirante Brown,San Jose,FIBRA OPTICA,6028010,1
BUENOS AIRES,Almirante Brown,San Jose,SATELITAL,6028010,451
BUENOS AIRES,Almirante Brown,San Jose,WIRELESS,6028010,1
BUENOS AIRES,AMBA,Otros,CABLEMODEM,Sin Datos,571207
BUENOS AIRES,AMBA,Otros,OTROS,Sin Datos,1
BUENOS AIRES,AMBA,Otros,WIRELESS,Sin Datos,33
BUENOS AIRES,Arrecifes,Arrecifes,ADSL,6077010,858
BUENOS AIRES,Arrecifes,Arrecifes,CABLEMODEM,6077010,1859
BUENOS AIRES,Arrecifes,Arrecifes,DIAL UP,6077010,1580
BUENOS AIRES,Arrecifes,Arrecifes,FIBRA OPTICA,6077010,1128
BUENOS AIRES,Arrecifes,Arrecifes,SATELITAL,6077010,8
BUENOS AIRES,Arrecifes,Arrecifes,WIRELESS,6077010,37
BUENOS AIRES,Arrecifes,Todd,FIBRA OPTICA,6077020,42
BUENOS AIRES,Arrecifes,Viña,ADSL,6077030,1
BUENOS AIRES,Arrecifes,Viña,WIRELESS,6077030,1
BUENOS AIRES,Avellaneda,Avellaneda,ADSL,6035010,53
BUENOS AIRES,Avellaneda,Avellaneda,CABLEMODEM,6035010,374
BUENOS AIRES,Avellaneda,Avellaneda,DIAL UP,6035010,3093
BUENOS AIRES,Avellaneda,Avellaneda,FIBRA OPTICA,6035010,34532
BUENOS AIRES,Avellaneda,Avellaneda,Otros,6035010,19077
BUENOS AIRES,Avellaneda,Avellaneda,SATELITAL,6035010,333
BUENOS AIRES,Avellaneda,Avellaneda,WIRELESS,6035010,1932
BUENOS AIRES,Avellaneda,Crucesita,ADSL,6035010,47
BUENOS AIRES,Avellaneda,Crucesita,CABLEMODEM,6035010,164
BUENOS AIRES,Avellaneda,Crucesita,FIBRA OPTICA,6035010,327
BUENOS AIRES,Avellaneda,Crucesita,Otros,6035010,115
BUENOS AIRES,Avellaneda,Dock Sud,ADSL,6035010,8809
BUENOS AIRES,Avellaneda,Dock Sud,CABLEMODEM,6035010,637
BUENOS AIRES,Avellaneda,Dock Sud,FIBRA OPTICA,6035010,34
BUENOS AIRES,Avellaneda,Dock Sud,Otros,6035010,234
BUENOS AIRES,Avellaneda,Dock Sud,WIRELESS,6035010,1
BUENOS AIRES,Avellaneda,Gerli,ADSL,6035010,2
BUENOS AIRES,Avellaneda,Gerli,CABLEMODEM,6035010,5625
BUENOS AIRES,Avellaneda,Gerli,FIBRA OPTICA,6035010,137
BUENOS AIRES,Avellaneda,Pineyro,ADSL,6035010,19
BUENOS AIRES,Avellaneda,Pineyro,CABLEMODEM,6035010,3208
BUENOS AIRES,Avellaneda,Pineyro,DIAL UP,6035010,167
BUENOS AIRES,Avellaneda,Pineyro,FIBRA OPTICA,6035010,779
BUENOS AIRES,Avellaneda,Sarandí,ADSL,6035010,623
BUENOS AIRES,Avellaneda,Sarandí,CABLEMODEM,6035010,164
BUENOS AIRES,Avellaneda,Sarandí,DIAL UP,6035010,7529
BUENOS AIRES,Avellaneda,Sarandí,FIBRA OPTICA,6035010,1665
BUENOS AIRES,Avellaneda,Sarandí,Otros,6035010,32839
BUENOS AIRES,Avellaneda,Sarandí,SATELITAL,6035010,700
BUENOS AIRES,Avellaneda,Sarandí,WIRELESS,6035010,1396
BUENOS AIRES,Avellaneda,Villa Domínico,ADSL,6035010,385
BUENOS AIRES,Avellaneda,Villa Domínico,CABLEMODEM,6035010,3532
BUENOS AIRES,Avellaneda,Villa Domínico,DIAL UP,6035010,228
BUENOS AIRES,Avellaneda,Villa Domínico,FIBRA OPTICA,6035010,349
BUENOS AIRES,Avellaneda,Villa Domínico,Otros,6035010,963
BUENOS AIRES,Avellaneda,Villa Domínico,WIRELESS,6035010,106
BUENOS AIRES,Avellaneda,Wilde,ADSL,6035010,2757
BUENOS AIRES,Avellaneda,Wilde,CABLEMODEM,6035010,4406
BUENOS AIRES,Avellaneda,Wilde,DIAL UP,6035010,884
BUENOS AIRES,Avellaneda,Wilde,FIBRA OPTICA,6035010,23294
BUENOS AIRES,Avellaneda,Wilde,Otros,6035010,4881
BUENOS AIRES,Avellaneda,Wilde,WIRELESS,6035010,2933
BUENOS AIRES,Ayacucho,Ayacucho,ADSL,6042010,47286
BUENOS AIRES,Ayacucho,Ayacucho,DIAL UP,6042010,5643
BUENOS AIRES,Ayacucho,Ayacucho,WIRELESS,6042010,43
BUENOS AIRES,Ayacucho,La Constancia,WIRELESS,6042020,5
BUENOS AIRES,Ayacucho,Solanet,WIRELESS,6042030,2
BUENOS AIRES,Ayacucho,Udaquiola,SATELITAL,6042040,69
BUENOS AIRES,Ayacucho,Udaquiola,WIRELESS,6042040,2
BUENOS AIRES,Azul,Azul,ADSL,6049020,1
BUENOS AIRES,Azul,Azul,CABLEMODEM,6049020,3968
BUENOS AIRES,Azul,Azul,DIAL UP,6049020,16776
BUENOS AIRES,Azul,Azul,FIBRA OPTICA,6049020,7640
BUENOS AIRES,Azul,Azul,Otros,6049020,1
BUENOS AIRES,Azul,Azul,SATELITAL,6049020,7616
BUENOS AIRES,Azul,Azul,WIRELESS,6049020,141
BUENOS AIRES,Azul,Cacharí,DIAL UP,6049030,1881
BUENOS AIRES,Azul,Cacharí,WIRELESS,6049030,16554
BUENOS AIRES,Azul,Chillar,SATELITAL,6049040,2
BUENOS AIRES,Azul,Chillar,WIRELESS,6049040,303
BUENOS AIRES,Bahía Blanca,Bahía Blanca,ADSL,6056010,1
BUENOS AIRES,Bahía Blanca,Bahía Blanca,CABLEMODEM,6056010,190
BUENOS AIRES,Bahía Blanca,Bahía Blanca,DIAL UP,6056010,38
BUENOS AIRES,Bahía Blanca,Bahía Blanca,FIBRA OPTICA,6056010,28
BUENOS AIRES,Bahía Blanca,Bahía Blanca,Otros,6056010,1
BUENOS AIRES,Bahía Blanca,Bahía Blanca,SATELITAL,6056010,56
BUENOS AIRES,Bahía Blanca,Bahía Blanca,WIRELESS,6056010,6189
BUENOS AIRES,Bahía Blanca,Cabildo,CABLEMODEM,6056020,16
BUENOS AIRES,Bahía Blanca,Cabildo,DIAL UP,6056020,1466
BUENOS AIRES,Bahía Blanca,Cabildo,FIBRA OPTICA,6056020,1769
BUENOS AIRES,Bahía Blanca,Cabildo,Otros,6056020,13375
BUENOS AIRES,Bahía Blanca,Cabildo,WIRELESS,6056020,5560
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),ADSL,6056030,836
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),CABLEMODEM,6056030,4796
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),DIAL UP,6056030,18
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),FIBRA OPTICA,6056030,18504
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),WIRELESS,6056030,35232
BUENOS AIRES,Bahía Blanca,Ingeniero White,FIBRA OPTICA,6056020,13731
BUENOS AIRES,Bahía Blanca,Ingeniero White,SATELITAL,6056020,5
BUENOS AIRES,Balcarce,Balcarce,ADSL,6063010,247
BUENOS AIRES,Balcarce,Balcarce,CABLEMODEM,6063010,11441
BUENOS AIRES,Balcarce,Balcarce,DIAL UP,6063010,76
BUENOS AIRES,Balcarce,Balcarce,FIBRA OPTICA,6063010,1
BUENOS AIRES,Balcarce,Balcarce,Otros,6063010,52
BUENOS AIRES,Balcarce,Balcarce,WIRELESS,6063010,7661
BUENOS AIRES,Balcarce,Los Pinos,Otros,6063020,1
BUENOS AIRES,Balcarce,Los Pinos,WIRELESS,6063020,8784
BUENOS AIRES,Balcarce,Napaleofú,FIBRA OPTICA,6063030,402
BUENOS AIRES,Balcarce,Napaleofú,WIRELESS,6063030,1
BUENOS AIRES,Balcarce,Ramos Otero,WIRELESS,6063040,12
BUENOS AIRES,Balcarce,San Agustín,Otros,6063050,1
BUENOS AIRES,Balcarce,San Agustín,WIRELESS,6063050,244004
BUENOS AIRES,Balcarce,Villa Laguna La Brava,WIRELESS,6063060,16
BUENOS AIRES,Baradero,Baradero,ADSL,6070010,72911
BUENOS AIRES,Baradero,Baradero,CABLEMODEM,6070010,311
BUENOS AIRES,Baradero,Baradero,FIBRA OPTICA,6070010,53
BUENOS AIRES,Baradero,Baradero,SATELITAL,6070010,714
BUENOS AIRES,Baradero,Baradero,WIRELESS,6070010,134
BUENOS AIRES,Baradero,Irineo Portela,FIBRA OPTICA,6070020,20421
BUENOS AIRES,Baradero,Irineo Portela,WIRELESS,6070020,4065
BUENOS AIRES,Baradero,Santa Coloma,WIRELESS,6070030,21
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),ADSL,6070040,1
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),Otros,6070040,1
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),WIRELESS,6070040,15
BUENOS AIRES,Benito Juárez,Barker,DIAL UP,6084010,302310
BUENOS AIRES,Benito Juárez,Barker,FIBRA OPTICA,6084010,83
BUENOS AIRES,Benito Juárez,Barker,SATELITAL,6084010,58
BUENOS AIRES,Benito Juárez,Barker,WIRELESS,6084010,19
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),ADSL,6084020,19106
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),DIAL UP,6084020,133
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),FIBRA OPTICA,6084020,2
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),Otros,6084020,891
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),SATELITAL,6084020,10131
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),WIRELESS,6084020,9397
BUENOS AIRES,Benito Juárez,López,FIBRA OPTICA,6084030,9
BUENOS AIRES,Benito Juárez,López,WIRELESS,6084030,11
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),FIBRA OPTICA,6084050,4897
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),SATELITAL,6084050,1840
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),WIRELESS,6084050,18
BUENOS AIRES,Berazategui,Berazategui,ADSL,6091010,495
BUENOS AIRES,Berazategui,Berazategui,CABLEMODEM,6091010,7688
BUENOS AIRES,Berazategui,Berazategui,DIAL UP,6091010,16814
BUENOS AIRES,Berazategui,Berazategui,FIBRA OPTICA,6091010,13
BUENOS AIRES,Berazategui,Berazategui,Otros,6091010,18895
BUENOS AIRES,Berazategui,Berazategui,SATELITAL,6091010,11575
BUENOS AIRES,Berazategui,Berazategui,WIRELESS,6091010,203771
BUENOS AIRES,Berazategui,Berazategui Oeste,ADSL,6091010,7
BUENOS AIRES,Berazategui,Berazategui Oeste,CABLEMODEM,6091010,935
BUENOS AIRES,Berazategui,Berazategui Oeste,FIBRA OPTICA,6091010,18
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,ADSL,6091010,7471
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,CABLEMODEM,6091010,88
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,FIBRA OPTICA,6091010,5835
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,ADSL,6091010,5
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,CABLEMODEM,6091010,4
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,FIBRA OPTICA,6091010,6747
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,WIRELESS,6091010,51204
BUENOS AIRES,Berazategui,Guillermo E. Hudson,ADSL,6091010,1
BUENOS AIRES,Berazategui,Guillermo E. Hudson,CABLEMODEM,6091010,1
BUENOS AIRES,Berazategui,Guillermo E. Hudson,DIAL UP,6091010,22498
BUENOS AIRES,Berazategui,Guillermo E. Hudson,FIBRA OPTICA,6091010,3
BUENOS AIRES,Berazategui,Guillermo E. Hudson,Otros,6091010,6233
BUENOS AIRES,Berazategui,Juan María Gutierrez,ADSL,6091010,1
BUENOS AIRES,Berazategui,Juan María Gutierrez,CABLEMODEM,6091010,9
BUENOS AIRES,Berazategui,Juan María Gutierrez,DIAL UP,6091010,87
BUENOS AIRES,Berazategui,Juan María Gutierrez,FIBRA OPTICA,6091010,16863
BUENOS AIRES,Berazategui,Juan María Gutierrez,WIRELESS,6091010,27
BUENOS AIRES,Berazategui,Pereyra,CABLEMODEM,6091010,653
BUENOS AIRES,Berazategui,Pereyra,DIAL UP,6091010,6020
BUENOS AIRES,Berazategui,Pereyra,FIBRA OPTICA,6091010,4565
BUENOS AIRES,Berazategui,Plátanos,CABLEMODEM,6091010,1
BUENOS AIRES,Berazategui,Plátanos,FIBRA OPTICA,6091010,443
BUENOS AIRES,Berazategui,Plátanos,Otros,6091010,2834
BUENOS AIRES,Berazategui,Ranelagh,ADSL,6091010,8
BUENOS AIRES,Berazategui,Ranelagh,CABLEMODEM,6091010,1708
BUENOS AIRES,Berazategui,Ranelagh,DIAL UP,6091010,1421
BUENOS AIRES,Berazategui,Ranelagh,FIBRA OPTICA,6091010,2760
BUENOS AIRES,Berazategui,Ranelagh,SATELITAL,6091010,32367
BUENOS AIRES,Berazategui,Villa España,ADSL,6091010,382
BUENOS AIRES,Berazategui,Villa España,CABLEMODEM,6091010,2003
BUENOS AIRES,Berazategui,Villa España,FIBRA OPTICA,6091010,1718
BUENOS AIRES,Berisso,Barrio El Carmen (Este),FIBRA OPTICA,6098010,57
BUENOS AIRES,Berisso,Barrio El Carmen (Este),WIRELESS,6098010,4890
BUENOS AIRES,Berisso,Berisso,ADSL,6098010,2396
BUENOS AIRES,Berisso,Berisso,CABLEMODEM,6098010,3548
BUENOS AIRES,Berisso,Berisso,DIAL UP,6098010,1721
BUENOS AIRES,Berisso,Berisso,FIBRA OPTICA,6098010,118
BUENOS AIRES,Berisso,Berisso,Otros,6098010,5185
BUENOS AIRES,Berisso,Berisso,WIRELESS,6098010,10
BUENOS AIRES,Berisso,Villa Arguello,FIBRA OPTICA,6098010,25229
BUENOS AIRES,Berisso,Villa Arguello,WIRELESS,6098010,39822
BUENOS AIRES,Berisso,Villa Nueva,FIBRA OPTICA,6098010,10343
BUENOS AIRES,Berisso,Villa Nueva,WIRELESS,6098010,2650
BUENOS AIRES,Berisso,Villa Progreso,FIBRA OPTICA,6098010,1644
BUENOS AIRES,Berisso,Villa Progreso,WIRELESS,6098010,1499
BUENOS AIRES,Bolívar,Hale,ADSL,6105010,480
BUENOS AIRES,Bolívar,Juan F. Ibarra,FIBRA OPTICA,6105020,390
BUENOS AIRES,Bolívar,OTROS,CABLEMODEM,Sin Datos,154
BUENOS AIRES,Bolívar,OTROS,FIBRA OPTICA,Sin Datos,74647
BUENOS AIRES,Bolívar,Pirovano,Otros,6105050,46176
BUENOS AIRES,Bolívar,Pirovano,WIRELESS,6105050,9111
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),ADSL,6105060,2125
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),CABLEMODEM,6105060,1
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),DIAL UP,6105060,2399
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),FIBRA OPTICA,6105060,5417
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),SATELITAL,6105060,4010
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),WIRELESS,6105060,2334
BUENOS AIRES,Bolívar,Urdampilleta,DIAL UP,6105070,113
BUENOS AIRES,Bolívar,Urdampilleta,FIBRA OPTICA,6105070,1
BUENOS AIRES,Bolívar,Urdampilleta,WIRELESS,6105070,358
BUENOS AIRES,Bragado,Bragado,ADSL,6112010,4307
BUENOS AIRES,Bragado,Bragado,CABLEMODEM,6112010,20
BUENOS AIRES,Bragado,Bragado,DIAL UP,6112010,862
BUENOS AIRES,Bragado,Bragado,FIBRA OPTICA,6112010,86
BUENOS AIRES,Bragado,Bragado,WIRELESS,6112010,1
BUENOS AIRES,Bragado,Comodoro Py,FIBRA OPTICA,6112020,703
BUENOS AIRES,Bragado,Comodoro Py,WIRELESS,6112020,40822
BUENOS AIRES,Bragado,General O'Brien,ADSL,6112030,1486
BUENOS AIRES,Bragado,General O'Brien,FIBRA OPTICA,6112030,13903
BUENOS AIRES,Bragado,General O'Brien,WIRELESS,6112030,2976
BUENOS AIRES,Bragado,Irala,CABLEMODEM,6112040,4642
BUENOS AIRES,Bragado,Irala,WIRELESS,6112040,7006
BUENOS AIRES,Bragado,Mechita (Est. Mecha),ADSL,6112070,13979
BUENOS AIRES,Bragado,Mechita (Est. Mecha),CABLEMODEM,6112070,48944
BUENOS AIRES,Bragado,Mechita (Est. Mecha),WIRELESS,6112070,962
BUENOS AIRES,Bragado,Olascoaga,WIRELESS,6112080,6376
BUENOS AIRES,Bragado,Warnes,ADSL,6112090,2727
BUENOS AIRES,Bragado,Warnes,Otros,6112090,13013
BUENOS AIRES,Bragado,Warnes,WIRELESS,6112090,10594
BUENOS AIRES,Brandsen,Coronel Brandsen,ADSL,6119050,1430
BUENOS AIRES,Brandsen,Coronel Brandsen,CABLEMODEM,6119050,3296
